label,product,variable,unit,year,kind,volume_a,value_a,volume_b,value_b,ratio
british cyprus,sesame,production,tonnes,1933,zero_contradicted,iia_1933_34,35.8,iia_1938_39,0,inf
british cyprus,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,387,iia_1938_39,0,inf
british dominica,citrus fruits: limes,area,hectares,1933,zero_contradicted,iia_1933_34,400,iia_1938_39,0,inf
british guiana,citrus fruits: limes,area,hectares,1933,zero_contradicted,iia_1933_34,352,iia_1938_39,0,inf
british malta,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,25,iia_1938_39,0,inf
british malta,cottonseed,production,tonnes,1933,zero_contradicted,iia_1933_34,17,iia_1938_39,0,inf
british mauritius,groundnut,area,hectares,1933,zero_contradicted,iia_1933_34,40,iia_1938_39,0,inf
british mauritius,tea,area,hectares,1933,zero_contradicted,iia_1933_34,40,iia_1938_39,0,inf
british montserrat,citrus fruits: limes,area,hectares,1933,zero_contradicted,iia_1933_34,200,iia_1938_39,0,inf
british nyasaland,coffee: raw,area,hectares,1933,zero_contradicted,iia_1933_34,490,iia_1938_39,0,inf
british nyasaland,groundnut,area,hectares,1933,zero_contradicted,iia_1933_34,41,iia_1938_39,0,inf
british nyasaland,groundnut,production,tonnes,1933,zero_contradicted,iia_1933_34,39.2,iia_1938_39,0,inf
british saint christopher and nevis,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,154,iia_1938_39,0,inf
british saint vincent,groundnut,area,hectares,1933,zero_contradicted,iia_1933_34,60,iia_1938_39,0,inf
british saint vincent,groundnut,production,tonnes,1933,zero_contradicted,iia_1933_34,21.5,iia_1938_39,0,inf
british sierra leone,sesame,production,tonnes,1933,zero_contradicted,iia_1933_34,14.2,iia_1938_39,0,inf
british trinidad and tobago,coffee: raw,area,hectares,1933,zero_contradicted,iia_1933_34,490,iia_1938_39,0,inf
british uganda,tea,area,hectares,1933,zero_contradicted,iia_1933_34,346,iia_1938_39,0,inf
bulgaria,flax: fibre,area,hectares,1933,zero_contradicted,iia_1933_34,474,iia_1938_39,0,inf
bulgaria,groundnut,area,hectares,1933,zero_contradicted,iia_1933_34,463,iia_1938_39,0,inf
bulgaria,linseed,area,hectares,1933,zero_contradicted,iia_1933_34,474,iia_1938_39,0,inf
czechoslovakia,meslin,area,hectares,1933,zero_contradicted,iia_1933_34,6610,iia_1938_39,0,inf
french algeria,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,20,iia_1938_39,0,inf
french algeria,cottonseed,production,tonnes,1933,zero_contradicted,iia_1933_34,9,iia_1938_39,0,inf
french annam,jute,area,hectares,1933,zero_contradicted,iia_1933_34,200,iia_1938_39,0,inf
french cochinchina,coffee: raw,production,tonnes,1933,zero_contradicted,iia_1933_34,100,iia_1938_39,0,inf
french cochinchina,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,100,iia_1938_39,0,inf
french cochinchina,cottonseed,production,tonnes,1933,zero_contradicted,iia_1933_34,18,iia_1938_39,0,inf
french dahomey,cacao: raw,area,hectares,1933,zero_contradicted,iia_1933_34,100,iia_1938_39,0,inf
french guadeloupe,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,300,iia_1938_39,0,inf
french india,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,178,iia_1938_39,0,inf
french laos,groundnut,area,hectares,1933,zero_contradicted,iia_1933_34,180,iia_1938_39,0,inf
french madagascar,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,70,iia_1938_39,0,inf
french mauritania,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,70,iia_1938_39,0,inf
french morocco,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,150,iia_1938_39,0,inf
french morocco,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,160,iia_1938_39,0,inf
french niger,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,400,iia_1938_39,0,inf
french oceania,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,30,iia_1938_39,0,inf
french saint pierre and miquelon,eggs,production,tonnes,1932,zero_contradicted,iia_1933_34,7.7616,iia_1938_39,0,inf
french tonkin,jute,area,hectares,1933,zero_contradicted,iia_1933_34,90,iia_1938_39,0,inf
french tunisia,linseed,area,hectares,1933,zero_contradicted,iia_1933_34,500,iia_1938_39,0,inf
french tunisia,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,392,iia_1938_39,0,inf
germany,hemp: fibre,area,hectares,1933,zero_contradicted,iia_1933_34,210,iia_1938_39,0,inf
guatemala,groundnut,area,hectares,1933,zero_contradicted,iia_1933_34,28,iia_1938_39,0,inf
guatemala,groundnut,production,tonnes,1933,zero_contradicted,iia_1933_34,39.1,iia_1938_39,0,inf
ireland,flax: fibre,area,hectares,1933,zero_contradicted,iia_1933_34,379,iia_1938_39,0,inf
italian eritrea,sesame,area,hectares,1933,zero_contradicted,iia_1933_34,40,iia_1938_39,0,inf
italian eritrea,sesame,production,tonnes,1933,zero_contradicted,iia_1933_34,36,iia_1938_39,0,inf
italian eritrea,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,50,iia_1938_39,0,inf
italian libya: tripolitania,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,221,iia_1938_39,0,inf
japan: kwantung leased territory,sesame,area,hectares,1933,zero_contradicted,iia_1933_34,126,iia_1938_39,0,inf
japanese taiwan,rapeseed,area,hectares,1933,zero_contradicted,iia_1933_34,308,iia_1938_39,0,inf
netherlands,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,21,iia_1938_39,0,inf
new zealand,rye,area,hectares,1933,zero_contradicted,iia_1933_34,105,iia_1938_39,0,inf
sweden,flax: fibre,area,hectares,1933,zero_contradicted,iia_1933_34,535,iia_1938_39,0,inf
sweden,linseed,area,hectares,1933,zero_contradicted,iia_1933_34,535,iia_1938_39,0,inf
sweden,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,282,iia_1938_39,0,inf
union of south africa,fertilizers: ammonium sulfate,production,tonnes,1933,zero_contradicted,iia_1933_34,38,iia_1938_39,0,inf
uruguay,rye,area,hectares,1933,zero_contradicted,iia_1933_34,97,iia_1938_39,0,inf
uruguay,rye,production,tonnes,1933,zero_contradicted,iia_1933_34,42.1,iia_1938_39,0,inf
us samoa,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,61,iia_1938_39,0,inf
yugoslavia,sesame,area,hectares,1933,zero_contradicted,iia_1933_34,350,iia_1938_39,0,inf
