layer_b_label,item,unit,n_values,n_distinct,raw_label,raw_product,product_agrees,share,status,runner_up,label_is_mixed
malta,wine,tonnes,19,18,,,,,unattributable,yugoslavia/wine=0.00,no
martinique,cacao beans,ha,7,3,,,,,too_few_values,,no
martinique,cacao beans,tonnes,29,21,french martinique,cacao: raw,yes,1.0000,attributable,portugal/citrus fruits: oranges=0.24,no
martinique,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
mauritania,beans dry,ha,11,7,french mauritania,beans: dried,unknown,1.0000,attributable,total/tea=0.36,no
mauritania,beans dry,tonnes,11,9,french mauritania,beans: dried,unknown,1.0000,attributable,usa: hawaii/coffee: raw=0.27,no
mauritania,cotton lint,ha,3,3,,,,,too_few_values,,no
mauritania,cotton lint,tonnes,3,3,,,,,too_few_values,,no
mauritania,cotton seed,ha,3,3,,,,,too_few_values,,no
mauritania,cotton seed,tonnes,3,3,,,,,too_few_values,,no
mauritania,groundnuts with shell,ha,18,8,french mauritania,groundnut,yes,1.0000,attributable,french guadeloupe/cacao: raw=0.39,no
mauritania,groundnuts with shell,tonnes,19,16,french mauritania,groundnut,yes,1.0000,attributable,french annam/cotton: ginned=0.16,no
mauritania,tobacco unmanufactured,ha,9,6,french mauritania,tobacco,yes,1.0000,attributable,sweden/linseed=0.44,no
mauritania,tobacco unmanufactured,tonnes,14,12,french mauritania,tobacco,yes,1.0000,attributable,french annam/jute=0.29,no
mauritius,coffee green,ha,10,7,british mauritius,coffee: raw,yes,1.0000,attributable,netherlands/hops=0.10,no
mauritius,coffee green,tonnes,6,6,,,,,too_few_values,,no
mauritius,groundnuts with shell,ha,11,4,,,,,too_few_distinct,,no
mauritius,groundnuts with shell,tonnes,18,5,,,,,too_few_distinct,,no
mauritius,sugar raw centrifugal,tonnes,33,33,british mauritius,sugar: cane,yes,0.8788,attributable,bulgaria/sunflower=0.03,no
mauritius,tea,ha,28,11,british mauritius,tea,yes,1.0000,attributable,french morocco/tobacco=0.25,no
mauritius,tea,tonnes,27,19,british mauritius,tea,yes,1.0000,attributable,british sierra leone/cacao: raw=0.04,no
mauritius,tobacco unmanufactured,ha,16,11,british mauritius,tobacco,yes,1.0000,attributable,uruguay/rye=0.25,no
mauritius,tobacco unmanufactured,tonnes,20,18,british mauritius,tobacco,yes,1.0000,attributable,french tunisia/citrus fruits: lemons=0.10,no
mexico,cacao beans,ha,14,10,mexico,cacao: raw,yes,1.0000,attributable,luxembourg/rye=0.29,no
mexico,castor beans seed,tonnes,6,6,,,,,too_few_values,,no
mexico,coffee green,ha,3,2,,,,,too_few_values,,no
mexico,cotton lint,ha,12,12,mexico,cotton,yes,0.9167,attributable,netherlands/fertilizers: calcium superphosphate=0.08,no
mexico,cotton seed,ha,19,18,mexico,cottonseed,yes,1.0000,attributable,finland/rye=0.05,no
mexico,cotton seed,tonnes,4,4,,,,,too_few_values,,no
mexico,flax fibre and tow,ha,9,7,mexico,linseed,no,1.0000,attributable,spain/hempseed=0.33,no
mexico,flax fibre and tow,tonnes,11,10,mexico,linseed,no,1.0000,attributable,italy/flax: fibre=0.18,no
mexico,lemons and limes,tonnes,1,1,,,,,too_few_values,,no
mexico,oranges,tonnes,1,1,,,,,too_few_values,,no
mexico,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
mexico,wine,tonnes,6,5,,,,,too_few_values,,no
micronesia (federated states of),eggs hen in shell,tonnes,6,2,,,,,too_few_values,,no
micronesia (federated states of),sugar raw centrifugal,tonnes,6,6,,,,,too_few_values,,no
micronesia (federated states of),tobacco unmanufactured,ha,5,1,,,,,too_few_values,,no
micronesia (federated states of),tobacco unmanufactured,tonnes,5,5,,,,,too_few_values,,no
montserrat,cotton lint,ha,33,22,british montserrat,cotton,yes,0.6364,attributable,usa: hawaii/coffee: raw=0.21,no
montserrat,cotton lint,tonnes,33,25,british montserrat,cotton,yes,0.6364,attributable,french madagascar/cacao: raw=0.15,no
montserrat,cotton seed,ha,20,10,british montserrat,cottonseed,yes,1.0000,attributable,usa: hawaii/coffee: raw=0.35,no
montserrat,cotton seed,tonnes,20,12,british montserrat,cottonseed,yes,1.0000,attributable,total/hops=0.15,no
montserrat,lemons and limes,ha,6,5,,,,,too_few_values,,no
montserrat,lemons and limes,tonnes,15,8,british montserrat,citrus fruits: limes,yes,1.0000,attributable,french tonkin/coffee: raw=0.20,no
montserrat,sugar raw centrifugal,tonnes,14,5,,,,,too_few_distinct,,no
morocco,beans dry,ha,6,1,,,,,too_few_values,,no
morocco,beans dry,tonnes,12,8,french morocco,beans: dried,unknown,1.0000,attributable,french india/sesame=0.33,no
morocco,cotton lint,ha,10,6,french morocco,cottonseed,yes,1.0000,attributable,usa: hawaii/coffee: raw=0.40,no
morocco,cotton lint,tonnes,9,7,french morocco,cotton: ginned,yes,0.8889,attributable,austria/hemp: fibre=0.44,no
morocco,cotton seed,ha,12,7,french morocco,cottonseed,yes,1.0000,attributable,french niger/sesame=0.42,no
morocco,cotton seed,tonnes,10,7,french morocco,cottonseed,yes,1.0000,attributable,new zealand/rye=0.30,no
morocco,eggs hen in shell,tonnes,7,4,,,,,too_few_values,,no
morocco,flax fibre and tow,ha,19,17,french morocco,linseed,no,0.6316,attributable,turkey/linseed=0.11,no
morocco,flax fibre and tow,tonnes,12,12,french morocco,linseed,no,1.0000,attributable,usa/olive grove=0.08,no
morocco,grapes,ha,13,12,,,,,unattributable,french morocco/vineyards: all=0.38,no
morocco,grapes,tonnes,8,8,french morocco,vineyards: all,no,0.6250,attributable,total/beans: dried=0.12,no
morocco,hempseed,ha,3,3,,,,,too_few_values,,no
morocco,lemons and limes,tonnes,1,1,,,,,too_few_values,,no
morocco,linseed,ha,7,7,,,,,too_few_values,,no
morocco,linseed,tonnes,14,14,french morocco,linseed,yes,1.0000,attributable,paraguay/cottonseed=0.07,no
morocco,oats,ha,7,6,,,,,too_few_values,,no
morocco,oats,tonnes,7,7,,,,,too_few_values,,no
morocco,oil olive virgin,tonnes,1,1,,,,,too_few_values,,no
morocco,olives,tonnes,12,12,french morocco,olive grove,yes,1.0000,attributable,usa/hops=0.08,no
morocco,p,tonnes,17,6,french morocco,"fertilizers: phosphate, natural",unknown,1.0000,attributable,"france/fertilizers: potassium oxide, pure=0.59",no
morocco,raisins,ha,1,1,,,,,too_few_values,,no
morocco,raisins,tonnes,5,5,,,,,too_few_values,,no
morocco,rye,ha,9,8,french morocco,rye,yes,1.0000,attributable,bulgaria/linseed=0.56,no
morocco,rye,tonnes,9,8,french morocco,rye,yes,1.0000,attributable,french annam/cotton: ginned=0.22,no
morocco,sesame seed,ha,1,1,,,,,too_few_values,,no
morocco,sesame seed,tonnes,1,1,,,,,too_few_values,,no
morocco,silk worm cocoons reelable,tonnes,4,4,,,,,too_few_values,,no
morocco,sunflower seed,ha,2,2,,,,,too_few_values,,no
morocco,sunflower seed,tonnes,2,2,,,,,too_few_values,,no
morocco,tobacco unmanufactured,ha,14,6,,,,,ambiguous,french morocco/tobacco=1.00;french cochinchina/coffee: raw=0.64;austria/hemp: fibre=0.64,no
morocco,tobacco unmanufactured,tonnes,14,14,french morocco,tobacco,yes,1.0000,attributable,yugoslavia/wine=0.00,no
morocco,wine,ha,12,12,french morocco,wine,yes,1.0000,attributable,french equatorial africa/cacao: raw=0.17,no
morocco,yarn of true hemp,ha,6,6,,,,,too_few_values,,no
morocco,yarn of true hemp,tonnes,3,3,,,,,too_few_values,,no
mozambique,beans dry,ha,1,1,,,,,too_few_values,,no
mozambique,beans dry,tonnes,1,1,,,,,too_few_values,,no
mozambique,cotton lint,ha,11,9,,,,,unattributable,portuguese mozambique: company concession/cotton: ginned=0.36,no
mozambique,cotton lint,tonnes,10,8,,,,,unattributable,portuguese mozambique: company concession/cotton: ginned=0.40,no
mozambique,cotton seed,ha,6,6,,,,,too_few_values,,no
mozambique,cotton seed,tonnes,6,6,,,,,too_few_values,,no
mozambique,eggs hen in shell,tonnes,7,4,,,,,too_few_values,,no
mozambique,groundnuts with shell,ha,3,3,,,,,too_few_values,,no
mozambique,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
mozambique,sugar raw centrifugal,tonnes,7,7,,,,,too_few_values,,no
mozambique,tea,ha,5,2,,,,,too_few_values,,no
mozambique,tea,tonnes,5,3,,,,,too_few_values,,no
mozambique,tobacco unmanufactured,ha,4,3,,,,,too_few_values,,no
mozambique,tobacco unmanufactured,tonnes,5,4,,,,,too_few_values,,no
myanmar,beans dry,ha,6,6,,,,,too_few_values,,no
myanmar,cotton lint,ha,11,11,british burma,cottonseed,yes,1.0000,attributable,yugoslavia/hops=0.09,no
myanmar,cotton lint,tonnes,11,11,british burma,cotton: ginned,yes,1.0000,attributable,us puerto rico/citrus fruits: grapefruits=0.09,no
myanmar,cotton seed,ha,11,11,british burma,cottonseed,yes,1.0000,attributable,yugoslavia/hops=0.09,no
myanmar,cotton seed,tonnes,11,11,british burma,cottonseed,yes,1.0000,attributable,uk: england and wales/meslin=0.09,no
myanmar,groundnuts with shell,ha,11,11,british burma,groundnut,yes,1.0000,attributable,turkey/rye=0.09,no
myanmar,groundnuts with shell,tonnes,11,8,british burma,groundnut,yes,1.0000,attributable,brazil/vineyards: all=0.09,no
myanmar,rapeseed,ha,3,2,,,,,too_few_values,,no
myanmar,rubber natural,ha,6,5,,,,,too_few_values,,no
myanmar,sesame seed,ha,12,12,british burma,sesame,yes,1.0000,attributable,total general including the ussr/linseed=0.08,no
myanmar,sesame seed,tonnes,10,10,british burma,sesame,yes,1.0000,attributable,greece/rye=0.10,no
myanmar,tea,ha,5,1,,,,,too_few_values,,no
myanmar,tobacco unmanufactured,ha,12,11,british burma,tobacco,yes,1.0000,attributable,british kenya/coffee: raw=0.25,no
myanmar,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
namibia,tobacco unmanufactured,tonnes,8,8,german south west africa,tobacco,yes,1.0000,attributable,yugoslavia/hempseed=0.12,no
nauru,p,tonnes,15,11,british nauru,"fertilizers: phosphate, natural",unknown,1.0000,attributable,uruguay/rye=0.07,no
nepal,jute,tonnes,18,16,nepal,jute,yes,1.0000,attributable,japanese korea/sesame=0.11,no
netherlands,butter cow milk,tonnes,7,7,,,,,too_few_values,,no
netherlands,cheese processed,tonnes,7,7,,,,,too_few_values,,no
netherlands,eggs hen in shell,tonnes,17,15,netherlands,eggs,yes,1.0000,attributable,switzerland/eggs=0.06,no
netherlands,grapes,ha,10,1,,,,,too_few_distinct,,no
netherlands,hemp tow waste,ha,11,8,netherlands,hemp,yes,1.0000,attributable,japan: karafuto prefecture/rapeseed=0.09,no
netherlands,hops,ha,10,7,netherlands,hops,yes,1.0000,attributable,bulgaria/hops=0.10,no
netherlands,milk whole fresh cow,tonnes,4,4,,,,,too_few_values,,no
netherlands,n,tonnes,13,10,netherlands,fertilizers: ammonium sulfate,unknown,1.0000,attributable,paraguay/tobacco=0.08,no
netherlands,p,tonnes,16,16,netherlands,fertilizers: calcium superphosphate,unknown,1.0000,attributable,mexico/cotton=0.06,no
netherlands,sugar raw centrifugal,tonnes,33,33,netherlands,sugar: beet,yes,1.0000,attributable,yugoslavia/wine=0.00,no
netherlands,tobacco unmanufactured,ha,8,5,,,,,too_few_distinct,,no
netherlands,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
netherlands,yarn of true hemp,tonnes,12,12,netherlands,hemp: fibre,yes,1.0000,attributable,yugoslavia/wine=0.00,no
new caledonia,coffee green,ha,16,5,,,,,too_few_distinct,,no
new caledonia,coffee green,tonnes,18,14,french new caledonia,coffee: raw,yes,1.0000,attributable,spain/flax: fibre=0.17,no
new caledonia,cotton lint,ha,4,2,,,,,too_few_values,,no
new caledonia,cotton lint,tonnes,6,4,,,,,too_few_values,,no
new caledonia,cotton seed,ha,4,2,,,,,too_few_values,,no
new caledonia,cotton seed,tonnes,7,4,,,,,too_few_values,,no
new caledonia,p,tonnes,4,3,,,,,too_few_values,,no
new zealand,butter cow milk,tonnes,7,7,,,,,too_few_values,,no
new zealand,cheese processed,tonnes,7,7,,,,,too_few_values,,no
new zealand,eggs hen in shell,tonnes,2,2,,,,,too_few_values,,no
new zealand,flax fibre and tow,ha,17,11,,,,,unattributable,new zealand/linseed=0.53,no
new zealand,flax fibre and tow,tonnes,6,5,,,,,too_few_values,,no
new zealand,grapes,ha,16,8,new zealand,vineyards,no,0.6875,attributable,uruguay/rye=0.31,no
new zealand,hops,ha,27,17,new zealand,hops,yes,1.0000,attributable,french guadeloupe/cacao: raw=0.30,no
new zealand,hops,tonnes,8,8,new zealand,hops,yes,1.0000,attributable,yugoslavia/wine=0.00,no
new zealand,lemons and limes,tonnes,3,3,,,,,too_few_values,,no
new zealand,linseed,ha,7,7,,,,,too_few_values,,no
new zealand,linseed,tonnes,9,9,new zealand,linseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
new zealand,milk whole fresh cow,tonnes,5,5,,,,,too_few_values,,no
new zealand,oranges,tonnes,2,2,,,,,too_few_values,,no
new zealand,p,tonnes,4,4,,,,,too_few_values,,no
new zealand,rye,ha,14,11,new zealand,rye,yes,1.0000,attributable,uruguay/rye=0.29,no
new zealand,rye,tonnes,21,15,new zealand,rye,yes,1.0000,attributable,british‑french cameroon/cottonseed=0.24,no
new zealand,tobacco unmanufactured,ha,20,9,new zealand,tobacco,yes,1.0000,attributable,british‑french cameroon/cottonseed=0.55,no
new zealand,tobacco unmanufactured,tonnes,15,15,new zealand,tobacco,yes,1.0000,attributable,germany/rapeseed=0.07,no
new zealand,wine,ha,10,7,new zealand,wine,yes,1.0000,attributable,sweden/linseed=0.50,no
new zealand,wine,tonnes,3,3,,,,,too_few_values,,no
nicaragua,cacao beans,ha,4,3,,,,,too_few_values,,no
nicaragua,cacao beans,tonnes,18,12,nicaragua,cacao: raw,yes,1.0000,attributable,french annam/jute=0.33,no
nicaragua,coffee green,ha,1,1,,,,,too_few_values,,no
nicaragua,coffee green,tonnes,1,1,,,,,too_few_values,,no
nicaragua,cotton lint,ha,7,4,,,,,too_few_values,,no
nicaragua,cotton seed,ha,7,4,,,,,too_few_values,,no
nicaragua,cotton seed,tonnes,7,7,,,,,too_few_values,,no
nicaragua,eggs hen in shell,tonnes,2,1,,,,,too_few_values,,no
nicaragua,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
nigeria,cotton lint,ha,9,3,,,,,too_few_distinct,,no
nigeria,cotton lint,tonnes,1,1,,,,,too_few_values,,no
nigeria,cotton seed,tonnes,17,16,british nigeria,cottonseed,yes,1.0000,attributable,spain/blackberries=0.06,no
nigeria,groundnuts with shell,ha,2,2,,,,,too_few_values,,no
nigeria,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
nigeria,rubber natural,ha,5,4,,,,,too_few_values,,no
nigeria,sesame seed,ha,4,4,,,,,too_few_values,,no
nigeria,sesame seed,tonnes,19,19,british nigeria,sesame,yes,1.0000,attributable,sweden/slag: basic=0.05,no
norway,butter cow milk,tonnes,7,7,,,,,too_few_values,,no
norway,cheese processed,tonnes,7,7,,,,,too_few_values,,no
norway,eggs hen in shell,tonnes,10,10,norway,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
norway,milk whole fresh cow,tonnes,2,2,,,,,too_few_values,,no
norway,n,tonnes,15,14,norway,fertilizers: calcium cyanamide,unknown,0.7333,attributable,sweden/fertilizers: calcium cyanamide=0.07,no
norway,no3,tonnes,13,13,norway,fertilizers: calcium nitrate,no,1.0000,attributable,yugoslavia/wine=0.00,no
norway,p,tonnes,14,14,norway,"fertilizers: phosphate, natural",unknown,0.7143,attributable,yugoslavia/wine=0.00,no
palau,p,tonnes,13,9,japanese south pacific: palau-angaur,"fertilizers: phosphate, natural",unknown,1.0000,attributable,"usa/fertilizers: potassium oxide, pure=0.08",no
panama,cacao beans,tonnes,23,22,panama,cacao: raw,yes,1.0000,attributable,yugoslavia/olive: oil=0.09,no
panama,coffee green,ha,1,1,,,,,too_few_values,,no
panama,eggs hen in shell,tonnes,6,6,,,,,too_few_values,,no
paraguay,beans dry,ha,1,1,,,,,too_few_values,,no
paraguay,beans dry,tonnes,1,1,,,,,too_few_values,,no
paraguay,coffee green,ha,2,2,,,,,too_few_values,,no
paraguay,coffee green,tonnes,3,3,,,,,too_few_values,,no
paraguay,cotton lint,ha,12,11,paraguay,cottonseed,yes,0.9167,attributable,french niger/tobacco=0.17,no
paraguay,cotton lint,tonnes,4,4,,,,,too_few_values,,no
paraguay,cotton seed,ha,12,11,paraguay,cottonseed,yes,1.0000,attributable,french niger/tobacco=0.17,no
paraguay,cotton seed,tonnes,13,13,paraguay,cottonseed,yes,1.0000,attributable,us puerto rico/coffee: raw=0.08,no
paraguay,groundnuts with shell,ha,2,2,,,,,too_few_values,,no
paraguay,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
paraguay,lemons and limes,tonnes,6,3,,,,,too_few_values,,no
paraguay,oranges,ha,1,1,,,,,too_few_values,,no
paraguay,oranges,tonnes,2,2,,,,,too_few_values,,no
paraguay,sugar raw centrifugal,tonnes,27,25,paraguay,sugar: cane,yes,0.8889,attributable,uruguay/rye=0.07,no
paraguay,tangerines mandarins clementines satsumas,tonnes,2,2,,,,,too_few_values,,no
peru,coffee green,tonnes,1,1,,,,,too_few_values,,no
peru,cotton lint,ha,1,1,,,,,too_few_values,,no
peru,cotton seed,ha,18,18,peru,cottonseed,yes,1.0000,attributable,total/tobacco=0.11,no
peru,cotton seed,tonnes,1,1,,,,,too_few_values,,no
peru,fertilizer mixed,tonnes,17,17,peru,"fertilizers: guano, natural",yes,1.0000,attributable,yugoslavia/wine=0.00,no
peru,grapes,ha,1,1,,,,,too_few_values,,no
peru,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
peru,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
peru,wine,ha,3,2,,,,,too_few_values,,no
peru,wine,tonnes,9,9,,,,,unattributable,yugoslavia/wine=0.00,no
philippines,cacao beans,ha,16,14,us philippines,cacao: raw,yes,1.0000,attributable,french tonkin/groundnut=0.25,no
philippines,cacao beans,tonnes,16,14,us philippines,cacao: raw,yes,1.0000,attributable,total/linseed=0.12,no
philippines,coffee green,ha,16,13,us philippines,coffee: raw,yes,1.0000,attributable,french tonkin/groundnut=0.31,no
philippines,coffee green,tonnes,20,17,us philippines,coffee: raw,yes,1.0000,attributable,union of south africa/tea=0.15,no
philippines,cotton lint,ha,9,6,us philippines,cottonseed,yes,0.8889,attributable,british montserrat/cottonseed=0.56,no
philippines,cotton lint,tonnes,9,7,us philippines,cotton: ginned,yes,0.6667,attributable,nicaragua/cacao: raw=0.33,no
philippines,cotton seed,ha,8,6,us philippines,cottonseed,yes,1.0000,attributable,ireland/flax: fibre=0.50,no
philippines,cotton seed,tonnes,8,8,us philippines,cottonseed,yes,1.0000,attributable,japanese taiwan/sulphur=0.25,no
philippines,eggs hen in shell,tonnes,9,9,us philippines,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
philippines,grapefruit inc pomelos,ha,7,4,,,,,too_few_values,,no
philippines,grapefruit inc pomelos,tonnes,7,7,,,,,too_few_values,,no
philippines,groundnuts with shell,ha,11,8,us philippines,groundnut,yes,1.0000,attributable,spanish spanish guinea/cacao: raw=0.36,no
philippines,groundnuts with shell,tonnes,11,10,us philippines,groundnut,yes,1.0000,attributable,british southern rhodesia/citrus fruits: oranges=0.18,no
philippines,hemp tow waste,ha,7,7,,,,,too_few_values,,no
philippines,manila fibre abaca,ha,13,13,us philippines,hemp: manila,yes,1.0000,attributable,yugoslavia/wine=0.00,no
philippines,manila fibre abaca,tonnes,13,12,us philippines,hemp: manila,yes,1.0000,attributable,total general excluding the ussr/flax: fibre=0.08,no
philippines,oranges,ha,7,4,,,,,too_few_values,,no
philippines,oranges,tonnes,7,7,,,,,too_few_values,,no
philippines,rubber natural,ha,6,3,,,,,too_few_values,,no
philippines,sugar raw centrifugal,tonnes,30,30,us philippines,sugar: cane,yes,0.8000,attributable,spanish spanish guinea/cacao: raw=0.03,no
philippines,tangerines mandarins clementines satsumas,ha,7,4,,,,,too_few_values,,no
philippines,tangerines mandarins clementines satsumas,tonnes,7,6,,,,,too_few_values,,no
philippines,tobacco unmanufactured,ha,26,25,us philippines,tobacco,yes,1.0000,attributable,turkey/beans: dried=0.04,no
philippines,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
philippines,yarn of true hemp,tonnes,8,8,us philippines,hemp: fibre,yes,1.0000,attributable,yugoslavia/wine=0.00,no
poland,hops,ha,1,1,,,,,too_few_values,,no
poland,hops,tonnes,1,1,,,,,too_few_values,,no
poland,k,tonnes,4,4,,,,,too_few_values,,no
poland,n,tonnes,4,4,,,,,too_few_values,,no
poland,p,tonnes,4,4,,,,,too_few_values,,no
poland,soybeans,ha,3,2,,,,,too_few_values,,no
poland,sugar raw centrifugal,tonnes,23,23,poland,sugar: beet,yes,1.0000,attributable,total general excluding the ussr/hemp: fibre=0.04,no
poland,tobacco unmanufactured,ha,1,1,,,,,too_few_values,,no
poland,yarn of true hemp,ha,13,11,poland,hemp: fibre,yes,1.0000,attributable,italy/hempseed=0.23,no
poland,yarn of true hemp,tonnes,15,15,poland,hemp: fibre,yes,1.0000,attributable,yugoslavia/meslin=0.07,no
portugal,eggs hen in shell,tonnes,1,1,,,,,too_few_values,,no
portugal,fertilizer mixed,tonnes,5,4,,,,,too_few_values,,no
portugal,lemons and limes,tonnes,8,4,,,,,too_few_distinct,,no
portugal,n,tonnes,8,7,portugal,fertilizers: ammonium sulfate,unknown,1.0000,attributable,ireland/tobacco=0.12,no
portugal,olives,ha,1,1,,,,,too_few_values,,no
portugal,oranges,tonnes,14,5,,,,,too_few_distinct,,no
portugal,p,tonnes,15,13,portugal,fertilizers: calcium superphosphate,unknown,1.0000,attributable,portuguese mozambique/sugar: cane=0.07,no
portugal,silk worm cocoons reelable,tonnes,1,1,,,,,too_few_values,,no
portugal,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
portugal,wine,ha,4,1,,,,,too_few_values,,no
portugal,wine,tonnes,29,29,,,,,unattributable,yugoslavia/wine=0.00,no
reunion,milk whole fresh cow,tonnes,7,7,,,,,too_few_values,,no
reunion,sugar raw centrifugal,tonnes,33,32,french reunion,sugar: cane,yes,0.8788,attributable,"total/vineyards: grapes, raisins=0.03",no
reunion,tobacco unmanufactured,tonnes,11,8,french reunion,tobacco,yes,1.0000,attributable,"total/vineyards: grapes, raisins=0.27",no
romania,cotton lint,ha,16,13,romania,cottonseed,yes,0.9375,attributable,ireland/flax: fibre=0.25,no
romania,cotton lint,tonnes,1,1,,,,,too_few_values,,no
romania,cotton seed,ha,16,13,romania,cottonseed,yes,1.0000,attributable,ireland/flax: fibre=0.25,no
romania,cotton seed,tonnes,15,15,romania,cottonseed,yes,1.0000,attributable,total/linseed=0.13,no
romania,fertilizer mixed,tonnes,4,4,,,,,too_few_values,,no
romania,hops,ha,4,4,,,,,too_few_values,,no
romania,n,tonnes,3,3,,,,,too_few_values,,no
romania,p,tonnes,2,2,,,,,too_few_values,,no
romania,silk worm cocoons reelable,tonnes,20,20,romania,sericulture,no,1.0000,attributable,sweden/flax: fibre=0.10,no
romania,soybeans,ha,4,4,,,,,too_few_values,,no
romania,sugar raw centrifugal,tonnes,29,29,romania,sugar: beet,yes,1.0000,attributable,switzerland/sugar: beet=0.03,no
romania,wine,ha,8,6,romania,wine,yes,1.0000,attributable,yugoslavia/wine=0.00,no
romania,wine,tonnes,28,28,,,,,unattributable,yugoslavia/wine=0.00,no
romania,yarn of true hemp,ha,13,11,romania,hemp: fibre,yes,1.0000,attributable,poland/hempseed=0.23,no
romania,yarn of true hemp,tonnes,21,21,romania,hemp: fibre,yes,1.0000,attributable,"total south hemisphere aggregated/vineyards: grapes, raisins=0.05",no
saint kitts and nevis,cotton lint,ha,33,20,british saint christopher and nevis,cotton,yes,0.6364,attributable,british saint vincent/cottonseed: sea island=0.27,no
saint kitts and nevis,cotton lint,tonnes,33,26,british saint christopher and nevis,cotton,yes,0.6364,attributable,"british saint vincent/cotton: ginned, sea island=0.18",no
saint kitts and nevis,cotton seed,ha,20,9,british saint christopher and nevis,cottonseed,yes,1.0000,attributable,british saint vincent/cottonseed: sea island=0.45,no
saint kitts and nevis,cotton seed,tonnes,18,15,british saint christopher and nevis,cottonseed,yes,1.0000,attributable,nicaragua/cotton: ginned=0.17,no
saint kitts and nevis,sugar raw centrifugal,tonnes,32,32,british saint christopher and nevis,sugar: cane,yes,0.8750,attributable,"total/citrus fruits: cedrats, lemons, limes, sweet limes, other=0.03",no
saint lucia,cacao beans,ha,28,6,british saint lucia,cacao: raw,yes,1.0000,attributable,british guiana/coffee: raw=0.32,no
saint lucia,cacao beans,tonnes,31,22,british saint lucia,cacao: raw,yes,1.0000,attributable,france/citrus fruits: mandarins=0.23,no
saint lucia,lemons and limes,ha,13,3,,,,,too_few_distinct,,no
saint lucia,lemons and limes,tonnes,14,9,british saint lucia,citrus fruits: limes,yes,1.0000,attributable,portugal/citrus fruits: oranges=0.43,no
saint lucia,sugar raw centrifugal,tonnes,27,25,british saint lucia,sugar: cane,yes,0.8889,attributable,hungary/rapeseed=0.04,no
saint vincent and the grenadines,cacao beans,ha,19,6,british saint vincent,cacao: raw,yes,1.0000,attributable,canada/flax: fibre=0.16,no
saint vincent and the grenadines,cacao beans,tonnes,20,20,british saint vincent,cacao: raw,yes,1.0000,attributable,sweden/flax: fibre=0.10,no
saint vincent and the grenadines,cotton lint,ha,33,23,british saint vincent,cotton,yes,0.6364,attributable,british saint christopher and nevis/cottonseed=0.27,no
saint vincent and the grenadines,cotton lint,tonnes,32,24,british saint vincent,cotton,yes,0.6562,attributable,british saint christopher and nevis/cotton: ginned=0.19,no
saint vincent and the grenadines,cotton seed,ha,20,10,british saint vincent,cottonseed: sea island,yes,0.6000,attributable,british saint christopher and nevis/cottonseed=0.45,no
saint vincent and the grenadines,cotton seed,tonnes,18,15,,,,,unattributable,british saint vincent/cottonseed: sea island=0.56,no
saint vincent and the grenadines,grapefruit inc pomelos,tonnes,5,1,,,,,too_few_values,,no
saint vincent and the grenadines,groundnuts with shell,ha,7,5,,,,,too_few_values,,no
saint vincent and the grenadines,groundnuts with shell,tonnes,13,8,british saint vincent,groundnut,yes,1.0000,attributable,new zealand/rye=0.46,no
saint vincent and the grenadines,lemons and limes,tonnes,13,3,,,,,too_few_distinct,,no
saint vincent and the grenadines,oranges,tonnes,5,1,,,,,too_few_values,,no
saint vincent and the grenadines,sugar raw centrifugal,tonnes,14,12,british saint vincent,sugar: cane,yes,1.0000,attributable,luxembourg/meslin=0.21,no
samoa,cacao beans,ha,13,7,new zealand western samoa,cacao: raw,yes,0.6923,attributable,us philippines/coffee: raw=0.31,no
samoa,cacao beans,tonnes,26,25,new zealand western samoa,cacao: raw,yes,0.7308,attributable,british samoa/cacao: raw=0.27,no
sao tome and principe,coffee green,tonnes,10,9,portuguese sao tome and principe,coffee: raw,yes,1.0000,attributable,sweden/linseed=0.20,no
senegal,beans dry,ha,12,11,french senegal,beans: dried,unknown,1.0000,attributable,total/beans: dried=0.25,no
senegal,beans dry,tonnes,12,11,french senegal,beans: dried,unknown,1.0000,attributable,total/cottonseed=0.25,no
senegal,cotton lint,ha,8,6,french senegal,cottonseed,yes,1.0000,attributable,french annam/sesame=0.38,no
senegal,cotton lint,tonnes,7,5,,,,,too_few_values,,no
senegal,cotton seed,ha,8,6,french senegal,cottonseed,yes,1.0000,attributable,french annam/sesame=0.38,no
senegal,cotton seed,tonnes,7,5,,,,,too_few_values,,no
senegal,eggs hen in shell,tonnes,4,3,,,,,too_few_values,,no
